"","Buy","Sell","Buy-Sell"
"2018-12-07",-0.0267393103700229,-0.0239472337963317,-0.00279207657369118
"2018-12-10",-0.00567402701420128,0.000383739024578889,-0.00605776603878017
"2018-12-11",-0.00432108227177319,0.00209185141192325,-0.00641293368369644
"2018-12-12",0.0107268833696819,0.00356933346637156,0.0071575499033103
"2018-12-13",-0.0111212156456133,-0.00265386572176973,-0.00846734992384357
"2018-12-14",-0.0178787176865454,-0.0148579302376414,-0.00302078744890399
"2018-12-17",-0.0145434157803073,-0.0247395858421816,0.0101961700618743
"2018-12-18",-0.0002491213639364,-0.00203392411829983,0.00178480275436343
"2018-12-19",-0.0220039967848529,-0.0132641834855907,-0.00873981329926221
"2018-12-20",-0.0160820785973694,-0.0216756498765587,0.00559357127918925
"2018-12-21",-0.0231415635820548,-0.0172458920494257,-0.00589567153262904
"2018-12-24",-0.0239387005793011,-0.0249159143286068,0.000977213749305705
"2018-12-26",0.052658750839008,0.0449393696576557,0.00771938118135229
"2018-12-27",0.00675091278224826,0.00670106388384051,4.98488984077561e-05
"2018-12-28",-0.00390813243468813,-0.00106662273659608,-0.00284150969809205
"2018-12-31",0.00595007620317078,0.0102270039162962,-0.00427692771312538
